PROGR;CODICE;DESCRIZIONE;;;TARIFFA
1.408;92.04.4;VALUTAZIONE DELLE GASTROENTERORRAGIE;D14;103,29;103,29
1.409;92.04.5;STUDIO DELLA PERMEABILITA' INTESTINALE;D14;61,46;61,46
1.410;92.05.1;SCINTIGRAFIA MIOCARDICA DI PERFUSIONE, ;D14;187,01;187,01
1.411;92.05.2;SCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE;D14;51,65;51,65
1.412;92.05.3;ANGIOCARDIOSCINTIGRAFIA DI PRIMO PASSAGGIO (FIRST PASS);D14;98,13;98,13
1.413;92.05.4;ANGIOCARDIOSCINTIGRAFIA ALL'EQUILIBRIO;D14;129,11;129,11
1.414;92.05.5;SCINTIGRAFIA SPLENICA  ;D14;90,12;90,12
1.415;92.05.6;SCINTIGRAFIA DEL MIDOLLO OSSEO  TOTAL BODY;D14;108,46;108,46
1.416;92.09.1;TOMOSCINTIGRAFIA MIOCARDICA (PET) DI PERFUSIONE A RIPOSO E DOPO STIMOLO ;D14;1071,65;1071,65
1.417;92.09.2;TOMOSCINTIGRAFIA MIOCARDICA (SPET) DI PERFUSIONE A RIPOSO O DOPO STIMOLO;D14;134,80;134,80
1.418;92.09.3;TOMOSCINTIGRAFIA MIOCARDICA CON INDICATORI DI LESIONE;D14;41,26;41,26
1.419;92.09.4;DETERMINAZIONE DEL VOLUME PLASMATICO O DEL VOLUME ERITROCITARIO;D14;46,22;46,22
1.420;92.09.5;STUDIO DI SOPRAVVIVENZA DEGLI ERITROCITI, CINETICA DIFFERENZIALE ;D14;179,31;179,31
1.421;92.09.6;STUDIO COMPLETO DELLA FERROCINETICA;D14;143,58;143,58
1.422;92.09.7;STUDIO DELLA CINETICA DELLE PIASTRINE O DEI LEUCOCITI, ;D14;221,25;221,25
1.423;92.11.1;SCINTIGRAFIA CEREBRALE, STATICA, STUDIO COMPLETO;D14;98,13;98,13
1.424;92.11.2;SCINTIGRAFIA CEREBRALE CON ANGIOSCINTIGRAFIA, STUDIO COMPLETO;D14;126,27;126,27
1.425;92.11.3;VALUTAZIONE DELLE  DERIVAZIONI LIQUORALI ;D14;129,11;129,11
1.426;92.11.4;DETERMINAZIONE E LOCALIZZAZIONE PERDITE DI LCR;D14;206,58;206,58
1.427;92.11.5;TOMOSCINTIGRAFIA  CEREBRALE (SPET);D14;238,81;238,81
1.428;92.11.6;TOMOSCINTIGRAFIA  CEREBRALE (PET);D14;939,95;939,95
1.429;92.11.7;TOMOSCINTIGRAFIA  CEREBRALE (PET);D14;1071,65;1071,65
1.430;92.13;SCINTIGRAFIA DELLE PARATIROIDI;D14;191,09;191,09
1.431;92.14.1;SCINTIGRAFIA OSSEA O ARTICOLARE SEGMENTARIA;D14;57,84;57,84
1.432;92.14.2;SCINTIGRAFIA OSSEA  O ARTICOLARE SEGMENTARIA POLIFASICA;D14;78,35;78,35
1.433;92.15.1;SCINTIGRAFIA POLMONARE PERFUSIONALE ;D14;68,48;68,48
1.434;92.15.2;SCINTIGRAFIA POLMONARE VENTILATORIA;D14;198,63;198,63
1.435;92.15.3;STUDIO QUANTITATIVO DIFFERENZIALE DELLA FUNZIONE POLMONARE;D14;22,98;22,98
1.436;92.15.4;SCINTIGRAFIA POLMONARE CON INDICATORE POSITIVO;D14;169,45;169,45
1.437;92.15.5;TOMOSCINTIGRAFIA POLMONARE ;D14;34,71;34,71
1.438;92.16.1;SCINTIGRAFIA LINFATICA E LINFOGHIANDOLARE SEGMENTARIA;D14;110,52;110,52
1.439;92.18.1;SCINTIGRAFIA GLOBALE CORPOREA CON INDICATORI POSITIVI;D14;213,55;213,55
1.440;92.18.2;SCINTIGRAFIA OSSEA O ARTICOLARE;D14;113,10;113,10
1.441;92.18.3;RICERCA DI METASTASI DI TUMORI TIROIDEI ;D14;136,60;136,60
1.442;92.18.4;SCINTIGRAFIA GLOBALE CORPOREA CON CELLULE AUTOLOGHE MARCATE;D14;251,57;251,57
1.443;92.18.5;SCINTIGRAFIA GLOBALE CORPOREA CON TRACCIANTI IMMUNOLOGICI E RECETTORIALI;D14;251,57;251,57
1.444;92.18.6;TOMOSCINTIGRAFIA GLOBALE CORPOREA (PET);D14;1071,65;1071,65
1.445;92.19.1;SCINTIGRAFIA SURRENALICA CORTICALE;D14;259,00;259,00
1.446;92.19.2;SCINTIGRAFIA SURRENALICA MIDOLLARE;D14;293,45;293,45
1.447;92.19.3;SCINTIGRAFIA DEI TESTICOLI;D14;51,65;51,65
1.448;92.19.5;ANGIOSCINTIGRAFIA (ANGIOGRAFIA, VENOGRAFIA RADIOISOTOPICA);D14;86,25;86,25
1.449;92.19.6;SCINTIGRAFIA SEGMENTARIA DOPO SCINTIGRAFIA TOTAL BODY;D14;24,79;24,79
1.450;92.21.1;ROENTGENTERAPIA ;T10;7,18;9,00
1.451;92.23.1;TELECOBALTOTERAPIA;T10;21,69;27,13
1.452;92.23.2;TELECOBALTOTERAPIA;T10;26,08;32,63
1.453;92.23.3;TELECOBALTOTERAPIA;T10;51,65;64,63
1.454;92.24.1;TELETERAPIA CON ACCELERATORE LINEARE;T10;35,84;44,75
1.455;92.24.2;TELETERAPIA CON ACCELERATORE LINEARE;T10;51,65;64,63
1.456;92.24.3;TELETERAPIA CON ACCELERATORE LINEARE ;T10;77,47;96,88
1.457;92.24.4;RADIOTERAPIA STEREOTASSICA;T10;790,18;987,75
1.458;92.25.1;TELETERAPIA CON ELETTRONI A UNO O PIU' CAMPI FISSI;T10;38,42;48,00
1.459;92.25.2;IRRADIAZIONE CUTANEA TOTALE CON ELETTRONI (TSEI/TSEBI) ;T10;1053,57;1317,00
1.460;92.27.1;BRACHITERAPIA ENDOCAVITARIA ;T10;278,89;348,63
1.461;92.27.2;BRACHITERAPIA INTERSTIZIALE ;T10;436,82;546,00
1.462;92.27.3;BRACHITERAPIA DI SUPERFICIE (HDR);T10;143,58;179,50
1.463;92.27.4;BRACHITERAPIA INTERSTIZIALE;T10;368,75;461,00
1.464;92.27.5;BETATERAPIA DI CONTATTO;T10;51,65;64,63
1.465;92.28.1;TERAPIA DEGLI IPERTIROIDISMI;T10;67,60;84,50
1.466;92.28.2;TERAPIA DEGLI IPERTIROIDISMI;T10;14,20;17,75
1.467;92.28.3;TERAPIA ENDOCAVITARIA;T10;179,99;225,00
1.468;92.28.4;TERAPIA CON ANTICORPI MONOCLONALI;T10;526,79;658,50
1.469;92.28.5;TERAPIA CON ANTICORPI MONOCLONALI;T10;219,49;274,38
1.470;92.28.6;TERAPIA PALLIATIVA DEL DOLORE DA METASTASI OSSEE;T10;826,33;1032,88
1.471;92.29.1;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE;T10;54,23;67,75
1.472;92.29.2;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE;T10;98,13;122,63
1.473;92.29.3;INDIVIDUAZIONE DEL VOLUME BERSAGLIO E SIMULAZIONE;T10;129,11;161,38
1.474;92.29.4;STUDIO FISICO-DOSIMETRICO;T10;23,86;29,88
1.475;92.29.5;STUDIO FISICO-DOSIMETRICO CON ELABORATORE SU SCANSIONI TC;T10;90,38;113,00
1.476;92.29.6;DOSIMETRIA IN VIVO;T10;11,16;14,00
1.477;92.29.7;SCHERMATURA PERSONALIZZATA;T10;47,51;59,38
1.478;92.29.8;SISTEMA DI IMMOBILIZZAZIONE PERSONALIZZATO;T10;101,43;126,75
1.479;92.29.9;PREPARAZIONE DI COMPENSATORI SAGOMATI;T10;86,92;108,63
1.480;93.01.1;VALUTAZIONE FUNZIONALE GLOBALE;R10;12,91;12,91
1.481;93.01.2;VALUTAZIONE FUNZIONALE SEGMENTARIA;R10;7,75;7,75
1.482;93.01.3;VALUTAZIONE MONOFUNZIONALE;R10;7,75;7,75
1.483;93.01.4;VALUTAZIONE FUNZIONALE DELLE FUNZIONI CORTICALI SUPERIORI;R10;7,75;7,75
1.484;93.02;VALUTAZIONE ORTOTTICA;R10;7,75;7,75
1.485;93.03;VALUTAZIONE PROTESICA;R10;7,75;7,75
1.486;93.04.1;VALUTAZIONE MANUALE DI FUNZIONE MUSCOLARE ;R10;11,62;11,62
1.487;93.04.2;VALUTAZIONE MANUALE DI FUNZIONE MUSCOLARE ;R10;7,75;7,75
1.488;93.05.1;ANALISI CINEMATICA DELL' ARTO SUPERIORE O INFERIORE O DEL TRONCO;R10;19,37;19,37
1.489;93.05.2;ANALISI DINAMOMETRICA DELL' ARTO SUPERIORE O INFERIORE O DEL TRONCO;R10;10,85;10,85
1.490;93.05.3;ANALISI DINAMOMETRICA ISOCINETICA SEGMENTALE;R10;13,43;13,43
1.491;93.05.4;TEST POSTUROGRAFICO;R10;8,01;8,01
1.492;93.05.5;TEST STABILOMETRICO STATICO E DINAMICO;R10;9,71;9,71
1.493;93.08.1;ELETTROMIOGRAFIA SEMPLICE [EMG];D23;10,33;10,33
1.494;93.08.2;ELETTROMIOGRAFIA SINGOLA FIBRA;D23;10,33;10,33
1.495;93.08.3;ELETTROMIOGRAFIA  DI UNITA' MOTORIA;D23;10,33;10,33
1.496;93.08.4;ELETTROMIOGRAFIA DI MUSCOLI SPECIALI [Laringei, perineali];D23;13,43;13,43
1.497;93.08.5;RISPOSTE RIFLESSE ;D23;10,33;10,33
1.498;93.08.6;STIMOLAZIONE RIPETITIVA ;D90;10,33;10,33
1.499;93.08.7;TEST PER TETANIA LATENTE;D90;10,33;10,33
1.500;93.08.8;TEST DI ISCHEMIA PROLUNGATA;D90;10,33;10,33
1.501;93.09.1;VELOCITA' DI CONDUZIONE NERVOSA MOTORIA ;D23;10,33;10,33
1.502;93.09.2;VELOCITA' DI CONDUZIONE NERVOSA  SENSITIVA;D23;10,33;10,33
1.503;93.11.1;RIEDUCAZIONE MOTORIA INDIVIDUALE IN MOTULESO GRAVE;R20;11,36;11,36
1.504;93.11.2;RIEDUCAZIONE MOTORIA INDIVIDUALE IN MOTULESO GRAVE;R20;9,09;9,09
1.505;93.11.3;RIEDUCAZIONE MOTORIA INDIVIDUALE IN MOTULESO SEGMENTALE;R20;8,52;8,52
1.506;93.11.4;RIEDUCAZIONE MOTORIA INDIVIDUALE IN MOTULESO SEGMENTALE;R20;6,82;6,82
1.507;93.11.5;RIEDUCAZIONE MOTORIA IN GRUPPO ;R20;4,96;4,96
1.508;93.15;MOBILIZZAZIONE DELLA COLONNA VERTEBRALE;R20;14,20;14,20
1.509;93.16;MOBILIZZAZIONE DI ALTRE ARTICOLAZIONI;R20;8,83;8,83
1.510;93.18.1;ESERCIZI RESPIRATORI;R90;11,36;11,36
1.511;93.18.2;ESERCIZI RESPIRATORI;R90;3,41;3,41
1.512;93.19.1;ESERCIZI POSTURALI - PROPRIOCETTIVI;R20;10,23;10,23
1.513;93.19.2;ESERCIZI POSTURALI - PROPRIOCETTIVI;R20;4,44;4,44
1.514;93.22;TRAINING DEAMBULATORI E DEL PASSO;R20;10,17;10,17
1.515;93.26;RISOLUZIONE MANUALE DI ADERENZE ARTICOLARI;R20;7,95;7,95
1.516;93.29;ALTRE CORREZIONI FORZATE DI DEFORMITA';T90;7,23;7,23
1.524;93.35.2;IRRADIAZIONE INFRAROSSA;R31;1,81;1,81
1.525;93.35.3;PARAFFINOTERAPIA;R31;2,32;2,32
1.527;93.36;RIABILITAZIONE CARDIOLOGICA;R90;19,11;19,11
1.528;93.37;TRAINING PRENATALE;R90;122,56;122,56
1.530;93.39.2;MASSOTERAPIA PER DRENAGGIO LINFATICO;R31;8,52;8,52
1.532;93.39.4;ELETTROTERAPIA ANTALGICA ;R32;2,12;2,12
1.533;93.39.5;ELETTROTERAPIA ANTALGICA ;R32;3,05;3,05
1.534;93.39.6;ELETTROTERAPIA DI MUSCOLI NORMO O DENERVATI DELLA MANO O DEL VISO;R31;2,53;2,53
1.535;93.39.7;ELETTROTERAPIA DI MUSCOLI NORMO O DENERVATI DI ALTRI DISTRETTI;R31;2,53;2,53
1.536;93.39.8;MAGNETOTERAPIA ;R31;1,34;1,34
1.537;93.39.9;ULTRASONOTERAPIA;R32;1,34;1,34
1.539;93.46;ALTRE TRAZIONI CUTANEE DEGLI ARTI;T90;11,36;11,36
1.540;93.51;APPLICAZIONE DI CORSETTO GESSATO;T90;30,99;30,99
1.541;93.52;APPLICAZIONE DI SUPPORTO PER IL COLLO;T90;30,99;30,99
1.542;93.53;APPLICAZIONE DI ALTRO CORSETTO GESSATO;T90;30,99;30,99
1.543;93.54.1;BENDAGGIO CON DOCCIA DI IMMOBILIZZAZIONE;T90;7,75;7,75
1.544;93.54.2;BENDAGGIO DESAULT AMIDATO O GESSATO;T90;13,58;13,58
1.545;93.54.3;APPARECCHIO GESSATO: TORACO-BRACHIALE, COSCIA-PIEDE;T90;25,20;25,20
1.546;93.54.4;APPARECCHIO GESSATO: OMERO-MANO, STIVALE;T90;18,90;18,90
1.547;93.54.5;APPARECCHIO GESSATO: AVAMBRACCIO-MANO;T90;12,60;12,60
1.548;93.54.6;APPARECCHIO GESSATO: GINOCCHIO;T90;22,72;22,72
1.549;93.54.7;APPARECCHIO GESSATO: POLSO, MANO, PIEDE;T90;11,62;11,62
1.550;93.54.8;DOCCIA GESSATA DI DITO DELLA MANO O DEL PIEDE;T90;5,84;5,84
1.551;93.56.1;FASCIATURA SEMPLICE;T90;3,87;3,87
1.552;93.56.2;BENDAGGIO ALLA COLLA DI ZINCO DI COSCIA-PIEDE;T90;25,20;25,20
1.553;93.56.3;BENDAGGIO ALLA COLLA DI ZINCO DI GAMBA-PIEDE;T90;21,33;21,33
1.554;93.56.4;BENDAGGIO ADESIVO ELASTICO;T90;7,75;7,75
1.555;93.56.5;BENDAGGIO A 8 PER CLAVICOLA;T90;13,58;13,58
1.556;93.56.6;MEDICAZIONE DI SHANZ;T90;21,33;21,33
1.557;93.56.7;ALTRO BENDAGGIO ;T90;17,46;17,46
1.558;93.57.1;MEDICAZIONE DI USTIONI  ;T90;9,71;9,71
1.559;93.71.1;TRAINING PER DISLESSIA ;R90;8,42;8,42
1.560;93.71.2;TRAINING PER DISLESSIA ;R90;2,07;2,07
1.561;93.71.3;TRAINING PER DISCALCULIA;R90;8,42;8,42
1.562;93.71.4;TRAINING PER DISCALCULIA;R90;2,07;2,07
1.563;93.72.1;TRAINING PER DISFASIA;R90;8,42;8,42
1.564;93.72.2;TRAINING PER DISFASIA;R90;2,07;2,07
1.565;93.78.1;RIABILITAZIONE DEL CIECO;R90;8,42;8,42
1.566;93.78.2;RIABILITAZIONE DEL CIECO;R90;2,07;2,07
1.567;93.82.1;TERAPIA EDUCAZIONALE DEL DIABETICO;T90;4,39;4,39
1.568;93.82.2;TERAPIA EDUCAZIONALE DEL DIABETICO;T90;1,08;1,08
1.569;93.83;TERAPIA OCCUPAZIONALE;R90;4,39;4,39
1.570;93.83.1;TERAPIA OCCUPAZIONALE ;R90;1,08;1,08
1.571;93.89.1;TRAINING CONDIZIONAMENTO AUDIOMETRICO INFANTILE;R90;8,73;8,73
1.572;93.89.2;TRAINING PER DISTURBI COGNITIVI;R90;8,42;8,42
1.573;93.89.3;TRAINING PER DISTURBI COGNITIVI;R90;2,07;2,07
1.574;93.91;RESPIRAZIONE A PRESSIONE POSITIVA INTERMITTENTE;T90;5,84;5,84
1.575;93.94;MEDICAMENTO RESPIRATORIO SOMMINISTRATO PER MEZZO DI NEBULIZZATORE;T90;1,55;1,55
1.576;93.95;OSSIGENAZIONE IPERBARICA;T90;82,63;82,63
1.577;93.99;ALTRE PROCEDURE RESPIRATORIE;T90;8,21;8,21
1.578;93.99.1;BRONCOINSTILLAZIONI;T90;7,75;7,75
1.579;94.01.1;SOMMINISTRAZIONE DI TEST DI INTELLIGENZA;D90;9,71;9,71
1.580;94.01.2;SOMMINISTRAZIONE DI TEST DI DETERIORAMENTO O SVILUPPO INTELLETTIVO;D90;15,49;15,49
1.581;94.02.1;SOMMINISTRAZIONE DI TEST DELLA MEMORIA;D90;5,84;5,84
1.582;94.02.2;TEST DELLA SCALA DI MEMORIA DI WECHSLER [WMS];D90;5,84;5,84
1.583;94.08.1;SOMMINISTRAZIONE DI TEST DELLE FUNZIONI ESECUTIVE ;D90;5,84;5,84
1.584;94.08.2;SOMMINISTRAZIONE DI TEST DELLE  ABILITA' VISUO SPAZIALI;D90;5,84;5,84
1.585;94.08.3;SOMMINISTRAZIONE DI TEST PROIETTIVI E DELLA PERSONALITA';D90;7,75;7,75
1.586;94.08.4;ESAME  DELL' AFASIA;D90;27,11;27,11
1.587;94.08.5;TEST DI VALUTAZIONE DELLA DISABILITA' SOCIALE;D90;5,84;5,84
1.588;94.08.6;TEST DI VALUTAZIONE DEL CARICO FAMILIARE E DELLE STRATEGIE DI COPING;D90;5,84;5,84
1.589;94.09;COLLOQUIO PSICOLOGICO CLINICO;V10;19,37;19,37
1.590;94.12.1;VISITA PSICHIATRICA DI CONTROLLO;V20;12,91;12,91
1.591;94.19.1;COLLOQUIO PSICHIATRICO;V10;19,37;19,37
1.592;94.3;PSICOTERAPIA INDIVIDUALE;T90;19,37;19,37
1.593;94.32;IPNOTERAPIA;T90;15,49;15,49
1.594;94.42;PSICOTERAPIA FAMILIARE;T90;23,24;23,24
1.595;94.44;PSICOTERAPIA DI GRUPPO;T90;9,71;9,71
1.596;95.01;ESAME PARZIALE DELL'OCCHIO;D90;13,27;13,27
1.597;95.02;ESAME COMPLESSIVO DELL'OCCHIO;V10;20,66;20,66
1.598;95.03.1;STUDIO DELLA TOPOGRAFIA CORNEALE;D90;58,10;58,10
1.599;95.05;STUDIO DEL CAMPO VISIVO;D90;16,78;16,78
1.600;95.06;STUDIO DELLA SENSIBILITA' AL COLORE;D90;7,75;7,75
1.601;95.07;STUDIO DELL'ADATTABILITA' AL BUIO;D90;7,75;7,75
1.602;95.07.1;STUDIO DELLA SENSIBILITA' AL CONTRASTO;D90;7,75;7,75
1.603;95.09.1;ESAME DEL FUNDUS OCULI ;D90;7,75;7,75
1.604;95.09.2;ESOFTALMOMETRIA;D90;7,75;7,75
1.605;95.09.3;CHERATOESTESIOMETRIA;D90;7,75;7,75
1.606;95.11;FOTOGRAFIA DEL FUNDUS ;D90;3,87;3,87
1.607;95.11.1;FOTOGRAFIA DEL SEGMENTO ANTERIORE;D90;3,87;3,87
1.608;95.12;ANGIOGRAFIA CON FLUORESCEINA O ANGIOSCOPIA OCULARE;D29;46,48;46,48
1.609;95.13;ECOGRAFIA OCULARE;D21;19,37;19,37
1.610;95.13.1;PACHIMETRIA CORNEALE;D90;38,73;38,73
1.611;95.13.2;BIOMICROSCOPIA CORNEALE;D90;30,99;30,99
1.612;95.14;STUDIO RADIOLOGICO DELL'OCCHIO;D11;15,49;15,49
1.613;95.15;STUDIO DELLA MOTILITA' OCULARE;D90;15,49;15,49
1.614;95.2;TEST FUNZIONALI OBIETTIVI DELL'OCCHIO;D90;7,75;7,75
1.615;95.21;ELETTRORETINOGRAFIA (ERG, FLASH-PATTERN);D29;33,57;33,57
1.616;95.22;ELETTROOCULOGRAFIA (EOG);D29;33,57;33,57
1.617;95.23;POTENZIALI EVOCATI VISIVI  (VEP);D29;23,24;23,24
1.618;95.23.1;INTERFEROMETRIA;D29;7,75;7,75
1.619;95.24.1;STUDIO DEL NISTAGMO REGISTRATO SPONTANEO O POSIZIONALE;D29;18,23;18,23
1.620;95.24.2;STUDIO DEL NISTAGMO REGISTRATO PROVOCATO;D29;25,98;25,98
1.621;95.25;ELETTROMIOGRAFIA DELL'OCCHIO (EMG);D23;30,99;30,99
1.622;95.26;TONOGRAFIA, TEST DI PROVOCAZIONE E ALTRI TEST PER IL GLAUCOMA;D29;7,75;7,75
1.623;95.35;TRAINING ORTOTTICO;R90;5,42;5,42
1.624;95.41.1;ESAME AUDIOMETRICO TONALE;D29;9,76;9,76
1.625;95.41.2;ESAME AUDIOMETRICO VOCALE;D29;9,76;9,76
1.626;95.41.3;AUDIOMETRIA AUTOMATICA;D29;20,66;20,66
1.627;95.41.4;ESAME AUDIOMETRICO CONDIZIONATO INFANTILE;D29;11,93;11,93
1.628;95.42;IMPEDENZOMETRIA;D29;8,68;8,68
1.629;95.43;VALUTAZIONE AUDIOLOGICA;D29;25,31;25,31
1.630;95.44.1;TEST CLINICO DELLA FUNZIONALITA' VESTIBOLARE;D90;16,27;16,27
1.631;95.44.2;ESAME CLINICO DELLA FUNZIONALITA' VESTIBOLARE;D90;16,27;16,27
1.632;95.45;STIMOLAZIONI VESTIBOLARI ROTATORIE;D90;32,54;32,54
1.633;95.46;ALTRI TEST AUDIOMETRICI O DELLA FUNZIONALITA' VESTIBOLARE;D90;16,27;16,27
1.634;95.47;ESAME DELL' UDITO NAS;D90;12,91;12,91
1.635;95.48.1;MESSA A PUNTO DI MEZZI PER L'UDITO;R90;11,93;11,93
1.636;95.48.2;CONTROLLO PROTESICO ELETTROACUSTICO;R90;9,76;9,76
1.637;95.48.3;MISURE PROTESICHE IN SITU;R90;12,29;12,29
1.638;95.48.4;TEST DI STIMOLAZIONE ELETTRICA AL PROMONTORIO;D90;23,71;23,71
1.639;95.49;ADATTAMENTO IMPIANTI COCLEARI;R90;19,52;19,52
1.640;96.17;INSERZIONE DI DIAFRAMMA VAGINALE;T90;9,71;9,71
1.641;96.18;INSERZIONE DI ALTRO PESSARIO VAGINALE;T90;9,71;9,71
1.642;96.22;DILATAZIONE DEL RETTO;T90;9,71;9,71
1.643;96.23;DILATAZIONE DELLO SFINTERE ANALE;T90;9,71;9,71
1.644;96.26;RIDUZIONE MANUALE DI PROLASSO RETTALE;T90;11,62;11,62
1.645;96.27;RIDUZIONE MANUALE DI ERNIA;T90;11,62;11,62
1.646;96.49;INSTILLAZIONE GENITOURINARIA;T90;9,71;9,71
1.647;96.51;IRRIGAZIONE DELL'OCCHIO;T90;3,87;3,87
1.648;96.52;IRRIGAZIONE DELL'ORECCHIO;T90;7,75;7,75
1.649;96.54.1;ABLAZIONE TARTARO ;T30;9,71;9,71
1.650;96.54.2;SIGILLATURA DEI SOLCHI E DELLE FOSSETTE;T30;3,87;3,87
1.651;96.54.3;CURA STOMATITE, GENGIVITE, ALVEOLITE;T30;5,84;5,84
1.652;96.57;IRRIGAZIONE DI CATETERE VASCOLARE;T20;15,49;15,49
1.653;96.59;ALTRA IRRIGAZIONE DI FERITA;T90;3,87;3,87
1.654;97.1;SOSTITUZIONE NON OPERATORIA DI SUSSIDIO PER IL SISTEMA MUSCOLOSCHELETRICO;T90;9,71;9,71
1.655;97.29.1;REVISIONE DI CATETERE PERITONEALE;T20;15,49;15,49
1.656;97.35;RIMOZIONE DI PROTESI DENTALE;T30;6,46;6,46
1.657;97.71;RIMOZIONE DI DISPOSITIVO CONTRACCETTIVO INTRAUTERINO;T90;9,71;9,71
1.658;97.82;RIMOZIONE DI DISPOSITIVO DI DRENAGGIO PERITONEALE;T20;9,71;9,71
1.659;97.88;RIMOZIONE DI DISPOSITIVO ESTERNO DI IMMOBILIZZAZIONE;T90;9,71;9,71
1.660;98.01;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA BOCCA,;T90;8,42;8,42
1.661;98.02;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'ESOFAGO,;T90;31,25;31,25
1.662;98.03;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLO STOMACO ;T90;61,97;61,97
1.663;98.05;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DA RETTO E ANO,;T90;29,44;29,44
1.664;98.11;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'ORECCHIO,;T90;8,42;8,42
1.665;98.12;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DAL NASO,;T90;8,42;8,42
1.666;98.13;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA  FARINGE,;T90;15,13;15,13
1.667;98.14;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA LARINGE,;T90;15,13;15,13
1.668;98.15;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA TRACHEA E BRONCHI,;T90;18,49;18,49
1.669;98.16;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'UTERO,;T90;23,50;23,50
1.670;98.17;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALLA VAGINA,;T90;10,07;10,07
1.671;98.18;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DA STOMA ARTIFICIALE,;T90;10,07;10,07
1.672;98.19;RIMOZIONE DI CORPO ESTRANEO INTRALUMINALE DALL'URETRA,;T90;35,79;35,79
1.673;98.20;RIMOZIONE DI CORPO ESTRANEO, NAS;T90;7,75;7,75
1.674;98.21;RIMOZIONE DI CORPO ESTRANEO SUPERFICIALE DALL'OCCHIO,;T90;7,75;7,75
1.675;98.22;RIMOZIONE DI CORPO ESTRANEO SUPERFICIALE DA TESTA E COLLO,;T90;7,75;7,75
1.676;98.23;RIMOZIONE DI CORPO ESTRANEO DALLA VULVA,;T90;7,75;7,75
1.677;98.24;RIMOZIONE DI CORPO ESTRANEO DA SCROTO E PENE,;T90;7,75;7,75
1.678;98.25;RIMOZIONE DI ALTRO CORPO ESTRANEO DAL TRONCO ECCETTO SCROTO, PENE E VULVA, ;T90;7,75;7,75
1.679;98.26;RIMOZIONE DI CORPO ESTRANEO DALLA MANO,;T90;7,75;7,75
1.680;98.27;RIMOZIONE DI CORPO ESTRANEO DALL'ARTO SUPERIORE ECCETTO LA MANO,;T90;7,75;7,75
1.681;98.28;RIMOZIONE DI CORPO ESTRANEO DAL PIEDE,;T90;7,75;7,75
1.682;98.29;RIMOZIONE DI CORPO ESTRANEO DALL'ARTO INFERIORE ECCETTO IL PIEDE,;T90;7,75;7,75
1.683;99.06.1;INFUSIONE DI FATTORI DELLA COAGULAZIONE;T40;11,62;11,62
1.684;99.07.1;TRASFUSIONE DI SANGUE O EMOCOMPONENTI;T40;25,82;25,82
1.685;99.12;IMMUNIZZAZIONE PER ALLERGIA;T90;11,62;11,62
1.686;99.13;IMMUNIZZAZIONE PER MALATTIA AUTOIMMUNE;T90;11,62;11,62
1.687;99.14.1;INFUSIONE DI IMMUNOGLOBULINE ENDOVENA;T90;11,62;11,62
1.688;99.23;INIEZIONE DI STEROIDI;T90;9,71;9,71
1.689;99.24.1;INFUSIONE DI SOSTANZE ORMONALI;T90;11,62;11,62
1.690;99.25;INIEZIONE O INFUSIONE DI SOSTANZE CHEMIOTERAPICHE PER TUMORE,;T90;9,71;9,71
1.692;99.29.1;INIEZIONE PERINERVOSA ;T90;10,07;10,07
1.693;99.29.2;INIEZIONE PERIARTERIOSA;T90;10,07;10,07
1.694;99.29.3;INFILTRAZIONE PERINEALE;T90;6,46;6,46
1.695;99.29.4;INFILTRAZIONE MEDICAMENTOSA DEL PENE;T90;6,46;6,46
1.696;99.29.5;INIEZIONE ENDOCAVERNOSA DI FARMACI;T90;7,75;7,75
1.697;99.29.6;INIEZIONE MODIFICATRICE IN ASCESSO FREDDO;T90;7,75;7,75
1.698;99.29.7;MESOTERAPIA;R32;6,71;6,71
1.699;99.29.8;INIEZIONE INTRA O PERIURETRALE;T90;7,75;7,75
1.700;99.29.9;INIEZIONE DI TOSSINA BOTULINICA;T90;9,71;9,71
1.701;99.71;PLASMAFERESI TERAPEUTICA;T40;438,99;438,99
1.702;99.72;LEUCOAFERESI TERAPEUTICA;T40;402,84;402,84
1.703;99.73;ERITROAFERESI TERAPEUTICA;T40;373,40;373,40
1.704;99.73.1;ERITROAFERESI CON SACCHE MULTIPLE;T40;43,90;43,90
1.705;99.74;PIASTRINOAFERESI TERAPEUTICA;T40;408,00;408,00
1.706;99.82;TERAPIA A LUCE ULTRAVIOLETTA;T90;8,78;8,78
